word,set,usas_tag,usas_top_level,usas_top_level_name
mat,removed,H5,H,"Architecture, Housing and the Home"
meantime,removed,T1.1.2,T,Time
mechanic,removed,O2/S2mf,O,"Substances, Materials, Objects and Equipment"
melt,removed,A2.1+,A,General and Abstract Terms
mend,removed,A5.1+/A2.1,A,General and Abstract Terms
merchant,removed,I2.2/S2mf,I,Money and Commerce in Industry
mercy,removed,G2.2+,G,Government and Public
merry,removed,E4.1+,E,Emotion
messenger,removed,Q2.1/S2mf,Q,Language and Communication
mild,removed,S1.2.5-,S,"Social Actions, States and Processes"
mill,removed,I4/H1c,I,Money and Commerce in Industry
mineral,removed,O1,O,"Substances, Materials, Objects and Equipment"
miserable,removed,E4.1-,E,Emotion
misery,removed,E4.1-,E,Emotion
moderation,removed,N5-/A2.1,N,Numbers and Measurement
modest,removed,N3.2-,N,Numbers and Measurement
modesty,removed,S1.2.3-,S,"Social Actions, States and Processes"
momentary,removed,T1.2,T,Time
monkey,removed,L2mfn,L,Life and Living Things
moonlight,removed,W2/W1,W,World and Environment
motherhood,removed,S4,S,"Social Actions, States and Processes"
motherly,removed,S4,S,"Social Actions, States and Processes"
mud,removed,O1.1,O,"Substances, Materials, Objects and Equipment"
multiplication,removed,N1,N,Numbers and Measurement
multiply,removed,N2,N,Numbers and Measurement
nail,removed,A1.1.1,A,General and Abstract Terms
neat,removed,O4.2+,O,"Substances, Materials, Objects and Equipment"
necessity,removed,S6+,S,"Social Actions, States and Processes"
needle,removed,A1.1.1,A,General and Abstract Terms
nephew,removed,S4m,S,"Social Actions, States and Processes"
nest,removed,L2,L,Life and Living Things
niece,removed,S4f,S,"Social Actions, States and Processes"
noble,removed,G2.2+,G,Government and Public
noon,removed,T1.2,T,Time
notebook,removed,Q1.2,Q,Language and Communication
nuisance,removed,E6-,E,Emotion
nursery,removed,P1/H1c,P,Education
nut,removed,F1,F,Food and Farming
oar,removed,M4/O2,M,"Movement, Location, Travel and Transport"
obedience,removed,S7.1-,S,"Social Actions, States and Processes"
obedient,removed,S7.1-,S,"Social Actions, States and Processes"
obey,removed,S7.1-,S,"Social Actions, States and Processes"
objection,removed,E2-,E,Emotion
offend,removed,S1.2.4-,S,"Social Actions, States and Processes"
old-fashioned,removed,T3+,T,Time
omission,removed,A1.9,A,General and Abstract Terms
omit,removed,A1.9,A,General and Abstract Terms
organ,removed,B1,B,The Body and the Individual
ornament,removed,O4.1,O,"Substances, Materials, Objects and Equipment"
ounce,removed,N3.5,N,Numbers and Measurement
outward,removed,M6,M,"Movement, Location, Travel and Transport"
overflow,removed,N5.2+,N,Numbers and Measurement
pad,removed,O4.1,O,"Substances, Materials, Objects and Equipment"
pan,removed,Q4.3/M1,Q,Language and Communication
parcel,removed,A1.1.1,A,General and Abstract Terms
pardon,removed,Z4,Z,Names and Grammar
particle,removed,O2,O,"Substances, Materials, Objects and Equipment"
paste,removed,A1.1.1,A,General and Abstract Terms
pastry,removed,F1,F,Food and Farming
patience,removed,E3+,E,Emotion
patriotic,removed,S6+,S,"Social Actions, States and Processes"
paw,removed,L2/A1.1.1,L,Life and Living Things
pearl,removed,C1,C,Arts and Crafts
peculiar,removed,A6.2-,A,General and Abstract Terms
pencil,removed,Q1.2/O2,Q,Language and Communication
penny,removed,I1,I,Money and Commerce in Industry
perfection,removed,A5.1+++,A,General and Abstract Terms
persuasion,removed,Q2.2,Q,Language and Communication
pet,removed,S3.2,S,"Social Actions, States and Processes"
photography,removed,C1,C,Arts and Crafts
pigeon,removed,L2mfn,L,Life and Living Things
pin,removed,A1.7+,A,General and Abstract Terms
pinch,removed,E3-,E,Emotion
pint,removed,N3.4,N,Numbers and Measurement
pity,removed,E1,E,Emotion
plaster,removed,A1.1.1,A,General and Abstract Terms
plow,removed,O2/F4,O,"Substances, Materials, Objects and Equipment"
plural,removed,Q3,Q,Language and Communication
poison,removed,E3-,E,Emotion
polish,removed,B4,B,The Body and the Individual
polite,removed,S1.2.4+,S,"Social Actions, States and Processes"
possessor,removed,A9+/S2mf,A,General and Abstract Terms
postpone,removed,T1.1.3,T,Time
powder,removed,B4,B,The Body and the Individual
preach,removed,Q2.2,Q,Language and Communication
precious,removed,E2+,E,Emotion
prejudice,removed,A2.2/X2.1,A,General and Abstract Terms
pretense,removed,A5.4-,A,General and Abstract Terms
prevention,removed,S8-,S,"Social Actions, States and Processes"
priest,removed,S9/S2mf,S,"Social Actions, States and Processes"
probable,removed,A7+,A,General and Abstract Terms
procession,removed,S1.1.1/M1,S,"Social Actions, States and Processes"
pronounce,removed,Q3,Q,Language and Communication
pronunciation,removed,Q3,Q,Language and Communication
punctual,removed,T4,T,Time
punish,removed,G2.1,G,Government and Public
purple,removed,O4.3,O,"Substances, Materials, Objects and Equipment"
puzzle,removed,X2.5-,X,"Psychological Actions, States and Processes"
quarrel,removed,E3-,E,Emotion
quart,removed,N3.4,N,Numbers and Measurement
queen,removed,S7.1+/S2.1f,S,"Social Actions, States and Processes"
rabbit,removed,L2mfn,L,Life and Living Things
railroad,removed,M3c,M,"Movement, Location, Travel and Transport"
rake,removed,A1.1.1,A,General and Abstract Terms
ray,removed,W2,W,World and Environment
razor,removed,B4,B,The Body and the Individual
receipt,removed,Q1.2/I1,Q,Language and Communication
redden,removed,O4.3,O,"Substances, Materials, Objects and Equipment"
refresh,removed,B2+,B,The Body and the Individual
rejoice,removed,E4.1+,E,Emotion
relieve,removed,A1.7-,A,General and Abstract Terms
remedy,removed,X9.2+,X,"Psychological Actions, States and Processes"
repetition,removed,N6+,N,Numbers and Measurement
reproduce,removed,A6.1+,A,General and Abstract Terms
reproduction,removed,A6.1+,A,General and Abstract Terms
republic,removed,G1.2,G,Government and Public
revenge,removed,E3-,E,Emotion
ribbon,removed,B5,B,The Body and the Individual
ripe,removed,O4.1/L3/F1,O,"Substances, Materials, Objects and Equipment"
ripen,removed,O4.1/L3/F1,O,"Substances, Materials, Objects and Equipment"
rivalry,removed,S7.3,S,"Social Actions, States and Processes"
roar,removed,X3.2,X,"Psychological Actions, States and Processes"
roast,removed,F1,F,Food and Farming
rob,removed,G2.1-,G,Government and Public
robbery,removed,G2.1-,G,Government and Public
rod,removed,Z1,Z,Names and Grammar
rope,removed,A1.7+,A,General and Abstract Terms
rot,removed,A1.1.2/A2.1,A,General and Abstract Terms
rotten,removed,A1.1.2,A,General and Abstract Terms
royalty,removed,S7.1+,S,"Social Actions, States and Processes"
rub,removed,A1.1.1,A,General and Abstract Terms
rubber,removed,O1.1,O,"Substances, Materials, Objects and Equipment"
rubbish,removed,X7-/O2,X,"Psychological Actions, States and Processes"
rude,removed,S1.2.4-,S,"Social Actions, States and Processes"
rug,removed,H5,H,"Architecture, Housing and the Home"
rust,removed,O1.1,O,"Substances, Materials, Objects and Equipment"
sacred,removed,S9,S,"Social Actions, States and Processes"
sacrifice,removed,S9,S,"Social Actions, States and Processes"
sadden,removed,E4.1-,E,Emotion
saddle,removed,B5/L2,B,The Body and the Individual
sailor,removed,M4/S2mf,M,"Movement, Location, Travel and Transport"
salesman,removed,I2.2/S2.2m,I,Money and Commerce in Industry
satisfactory,removed,A5.1+,A,General and Abstract Terms
sauce,removed,S1.2.4-,S,"Social Actions, States and Processes"
saucer,removed,O2,O,"Substances, Materials, Objects and Equipment"
saw,removed,X3.4,X,"Psychological Actions, States and Processes"
scarce,removed,N5--,N,Numbers and Measurement
scatter,removed,M1,M,"Movement, Location, Travel and Transport"
scenery,removed,X3.4,X,"Psychological Actions, States and Processes"
scent,removed,X3.5,X,"Psychological Actions, States and Processes"
scissor,removed,Z99,Z,Names and Grammar
scold,removed,Q2.2/E2-,Q,Language and Communication
scorn,removed,S7.2-,S,"Social Actions, States and Processes"
scrape,removed,A1.1.1,A,General and Abstract Terms
scratch,removed,B2-,B,The Body and the Individual
screw,removed,A1.1.1,A,General and Abstract Terms
secrecy,removed,A10-,A,General and Abstract Terms
seize,removed,A9+,A,General and Abstract Terms
seldom,removed,N6-,N,Numbers and Measurement
selfish,removed,S1.2.3+,S,"Social Actions, States and Processes"
separation,removed,A6.1-,A,General and Abstract Terms
sew,removed,C1,C,Arts and Crafts
shallow,removed,N3.7-,N,Numbers and Measurement
shame,removed,G2.2-,G,Government and Public
sharpen,removed,A1.1.1,A,General and Abstract Terms
shave,removed,B4,B,The Body and the Individual
shield,removed,S8+/A15+,S,"Social Actions, States and Processes"
shill,removed,Z99,Z,Names and Grammar
shorten,removed,N3.7-/A2.1,N,Numbers and Measurement
signature,removed,Q1.2,Q,Language and Communication
silk,removed,O1.1,O,"Substances, Materials, Objects and Equipment"
simplicity,removed,A12+,A,General and Abstract Terms
sincere,removed,A5.4+,A,General and Abstract Terms
slavery,removed,S7.1-,S,"Social Actions, States and Processes"
slippery,removed,O4.5,O,"Substances, Materials, Objects and Equipment"
snake,removed,L2mfn,L,Life and Living Things
soap,removed,B4,B,The Body and the Individual
sock,removed,E3-,E,Emotion
soften,removed,O4.5,O,"Substances, Materials, Objects and Equipment"
solemn,removed,O4.2,O,"Substances, Materials, Objects and Equipment"
sometime,removed,T1/A7-,T,Time
sore,removed,B2-,B,The Body and the Individual
sorrow,removed,E4.1-,E,Emotion
soup,removed,F1,F,Food and Farming
sour,removed,X3.1,X,"Psychological Actions, States and Processes"
sow,removed,L2fn,L,Life and Living Things
spade,removed,O2,O,"Substances, Materials, Objects and Equipment"
spill,removed,A1.1.1,A,General and Abstract Terms
spit,removed,B1,B,The Body and the Individual
spite,removed,E3-,E,Emotion
splendid,removed,A5.1++,A,General and Abstract Terms
spoil,removed,A1.1.2,A,General and Abstract Terms
spoon,removed,O2,O,"Substances, Materials, Objects and Equipment"
steam,removed,O1.3,O,"Substances, Materials, Objects and Equipment"
steep,removed,A1.1.1,A,General and Abstract Terms
steer,removed,M2,M,"Movement, Location, Travel and Transport"
stiff,removed,L1-/S2mf,L,Life and Living Things
stiffen,removed,M1/A12-,M,"Movement, Location, Travel and Transport"
sting,removed,B2-,B,The Body and the Individual
stove,removed,O2,O,"Substances, Materials, Objects and Equipment"
straighten,removed,O4.4/A2.1,O,"Substances, Materials, Objects and Equipment"
strap,removed,A1.7+,A,General and Abstract Terms
straw,removed,L3,L,Life and Living Things
stripe,removed,O4.3,O,"Substances, Materials, Objects and Equipment"
suck,removed,B1,B,The Body and the Individual
supper,removed,F1,F,Food and Farming
suspicion,removed,X2.1/A5.1-,X,"Psychological Actions, States and Processes"
suspicious,removed,X2.1/A5.1-,X,"Psychological Actions, States and Processes"
swallow,removed,B1,B,The Body and the Individual
sweat,removed,B1,B,The Body and the Individual
sweeten,removed,X3.1,X,"Psychological Actions, States and Processes"
swell,removed,A5.1+,A,General and Abstract Terms
sword,removed,G3,G,Government and Public
sympathetic,removed,X2.5+/E1,X,"Psychological Actions, States and Processes"
sympathy,removed,X2.5+/E1,X,"Psychological Actions, States and Processes"
tailor,removed,B5,B,The Body and the Individual
tame,removed,E3+,E,Emotion
telegraph,removed,Q1.3,Q,Language and Communication
temper,removed,O4.2+/A2.1,O,"Substances, Materials, Objects and Equipment"
temple,removed,S9/H1,S,"Social Actions, States and Processes"
tempt,removed,O4.2+,O,"Substances, Materials, Objects and Equipment"
theatrical,removed,K4,K,"Entertainment, Sports and Games"
these,removed,Z5,Z,Names and Grammar
thicken,removed,O4.5,O,"Substances, Materials, Objects and Equipment"
thief,removed,G2.1-/S2mf,G,Government and Public
thorn,removed,L3,L,Life and Living Things
thorough,removed,N5.1+,N,Numbers and Measurement
those,removed,Z5,Z,Names and Grammar
thread,removed,A1.1.1,A,General and Abstract Terms
thumb,removed,B1,B,The Body and the Individual
thunder,removed,W4,W,World and Environment
tide,removed,W3/M4,W,World and Environment
tidy,removed,O2,O,"Substances, Materials, Objects and Equipment"
tighten,removed,A1.7+/A2.1,A,General and Abstract Terms
tin,removed,A1.1.1,A,General and Abstract Terms
tobacco,removed,F3,F,Food and Farming
toe,removed,B1,B,The Body and the Individual
ton,removed,N3.5,N,Numbers and Measurement
towel,removed,B5,B,The Body and the Individual
translation,removed,Q3,Q,Language and Communication
translator,removed,Q3/I3.2/S2mf,Q,Language and Communication
tray,removed,O2,O,"Substances, Materials, Objects and Equipment"
treasure,removed,E2+++,E,Emotion
treasury,removed,G1.1/I1.1c,G,Government and Public
tremble,removed,M1,M,"Movement, Location, Travel and Transport"
tribe,removed,S5+,S,"Social Actions, States and Processes"
trunk,removed,B5,B,The Body and the Individual
umbrella,removed,B5,B,The Body and the Individual
underneath,removed,M6,M,"Movement, Location, Travel and Transport"
unity,removed,S5+,S,"Social Actions, States and Processes"
uppermost,removed,M6,M,"Movement, Location, Travel and Transport"
upright,removed,O4.4,O,"Substances, Materials, Objects and Equipment"
urgent,removed,A11.1+,A,General and Abstract Terms
vain,removed,X9.2-,X,"Psychological Actions, States and Processes"
veil,removed,A10-,A,General and Abstract Terms
verse,removed,Q3,Q,Language and Communication
virtue,removed,G2.2+,G,Government and Public
vowel,removed,Q3,Q,Language and Communication
voyage,removed,M1/M4,M,"Movement, Location, Travel and Transport"
waist,removed,B1,B,The Body and the Individual
waiter,removed,F1,F,Food and Farming
warmth,removed,O4.6+,O,"Substances, Materials, Objects and Equipment"
wax,removed,A1.1.1,A,General and Abstract Terms
weaken,removed,S7.1-/A2.1,S,"Social Actions, States and Processes"
weave,removed,B5,B,The Body and the Individual
weed,removed,F4,F,Food and Farming
weekday,removed,T1.2,T,Time
wheat,removed,F1,F,Food and Farming
whichever,removed,Z5,Z,Names and Grammar
whip,removed,E3-/O2,E,Emotion
whistle,removed,X3.2+,X,"Psychological Actions, States and Processes"
whiten,removed,Z99,Z,Names and Grammar
whoever,removed,Z8,Z,Names and Grammar
whom,removed,Z8,Z,Names and Grammar
whose,removed,Z8,Z,Names and Grammar
wicked,removed,G2.2-,G,Government and Public
widen,removed,N3.7+/A2.1,N,Numbers and Measurement
widow,removed,S4,S,"Social Actions, States and Processes"
widower,removed,S4m,S,"Social Actions, States and Processes"
width,removed,N3.7,N,Numbers and Measurement
wisdom,removed,X2.2+,X,"Psychological Actions, States and Processes"
wool,removed,O1.1,O,"Substances, Materials, Objects and Equipment"
woolen,removed,O1.1,O,"Substances, Materials, Objects and Equipment"
worm,removed,L2mfn,L,Life and Living Things
worship,removed,S9,S,"Social Actions, States and Processes"
wreck,removed,O4.2-,O,"Substances, Materials, Objects and Equipment"
